Minister,Row_ID,Column I,Column II,Column III
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,4,14. Coordination of public and private sector activities for economic development,Credit Information Bureau,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,5,15. Coordination with international agencies and mobilization of foreign resources for economic development,Department of the Registrar of Companies,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,6,16. Liaising with donor agencies and international financial institutions,Securities and Exchange Commission of Sri Lanka,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,7,17. Enforcement of Government Financial Regulations,Sri Lanka Accounting and Auditing Standard Monitoring Board,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,8,18. Management of the Consolidated Fund,Public Utilities Commission of Sri Lanka,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,9,19. Overall supervision of revenue agencies,Tax Appeals Commission,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,10,20. Provision of direction and guidance to State Banks and Financial Agencies,Housing Development Finance Corporation,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,11,21. Public expenditure management,State Mortgage and Investment Bank,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,12,"22. Preparation of policies, guidelines and regulations on government procurement and provision of advice on same",Regional Development Bank,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,13,"23. Maintenance of information on state property such as vehicles, buildings, lands owned by all government institutions and development of methods to utilize such resources efficiently and effectively.",Tax Appeals Commission,Laws and Ordinance to be Implemented
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,14,Duties & Functions,Department of Census and Statistics,Bank of Ceylon Ordinance No. 53 of 1938
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,15,Supervision of departmental and other public funds,Institute of Policy Studies,"Banking Act, No. 30 of 1988"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,16,Maintenance of Treasury Minutes on reports of the Public Accounts Committee,Sustainable Development Council,"Housing Development Finance Corporation Act, No. 07 of 1997"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,17,Cadre management and advisory services on fixing of salaries,Welfare Benefits Board,"Recovery of loans by Banks (Special Provisions) Act, No. 4 of 1990"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,18,Monetary policy formulation and macroeconomic management in coordination with the Central Bank of Sri Lanka,Public Service Mutual Provident Fund,"Securities and Exchange Commission of Sri Lanka Act, No. 36 of 1987"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,19,Revenue collection and expenditure monitoring,"Strike, Riot, Civil Commotion and Terrorism Fund","Regional Development Banks Act, No. 41 of 2008"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,20,Formulation of guidelines for the promotion of management audit in departments,"Departments, Statutory Institutions & Public Corporations","National Insurance Trust Fund Act, No. 28 of 2006"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,21,Regulation of insurance industry,National Insurance Trust Fund,Employees' Trust Fund (Special Provisions) Act No. 19 of 1993
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,22,"Financial administration of Public Corporations, Statutory Boards and Government Owned Companies",Employees' Trust Fund,"Employees Trust Fund Act, No. 46 of 1980"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,23,Development of Colombo Port City Special Economic Zone as an International Business and Services Hub with specialized infrastructure and other facilities aimed at national interest and economic advancement.,Lady Lochore Fund,Excise (Special Provision) Act No. 13 of 1989
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,24,Finalizethe liquidation and amalgamation work of Institutions listed in Column II from item No. 52 to 59.,Board of Investment of Sri Lanka,Registered Stock and Securities Ordinance No. 07 of 1937
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,25,All other subjects that come under the purview of Institutions listed in Column II,Colombo Port City Economic Commission,"Payment and Settlement Systems Act, No. 28 of 2005"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,26,Supervision of all the Institutions listed in Column II,Department of Telecommunications,"Finance Business Act, No. 42 of 2011"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,27,,Wildlife Trust,"Foreign Exchange Act, No. 12 of 2017"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,28,,Sri Lanka Media Training Institute,Census Ordinance (Chapter 143)
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,29,,"Pulse Crops, Grain Research and Production Authority","Insurance Corporation Act, No. 02 of 1961"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,30,,Janatha Fertilizer Enterprises Ltd,"Credit Information Bureau of Sri Lanka Act, No. 18 of 1990"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,31,,Protection of Children National Trust Fund,Microfinance Act No. 6 of 2016
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,32,,Institutions coming under the Revival (Removal) of Underperforming Enterprises or Underutilized Assets Act vested to the Secretary to the Treasury,Finance Companies Act No. 78 of 1988
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,33,,,Exchange Control Act No. 24 of 1953
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,34,,,"Sri Lanka State Mortgage and Investment Bank Act, No. 13 of 1975"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,35,,,"Casino Business (Regulation) Act, No. 17 of 2010"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,36,,,"Payment Devices Frauds Act, No. 30 of 2006"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,37,,,Greater Colombo Economic Commission Law No. 4 of 1978 (Board of Investment of Sri Lanka Law)
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,38,,,"Colombo Port City Economic Commission Act, No. 11 of 2021"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,39,,,"Revival (Removal) of Underperforming Enterprises or Underutilized Assets Act, No. 12 of 2019"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,40,,,"Institute of Chartered Accountants Act, No. 23 of 1959"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,41,,,Strategic Development Project Act No. 14 of 2008
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,42,,,"All other legislations pertaining to the subjects specified in Column I and II, and not specifically brought under the purview of any other Minister."
Minister of Technology,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
Minister of Technology,2,"1. Formulation, implementation, monitoring and evaluation of policies, programmes and projects, in relation to the subject of Technology and Investment Promotion and those subjects that come under the purview of Departments, Statutory Institutions and Public Corporations listed in Column II based on the national policies implemented by the government.","1. Department of Registration of Persons
2. Information and Communication Technology Agency and Allied Institutions
3. Sri Lanka Computer Emergency Readiness Team
4. Sri Lanka Telecom and its Subsidiaries and Allied Institutions
5. Industrial Technology Institute
6. Sri Lanka Standards Institute","
Registration of Persons Act No. 32 of 1968
Information and Communication Technology Act, No. 27 of 2003
Electronic Transactions Act, No. 19 of 2006
Science and Technology Development Act, No. 11 of 1994
Sri Lanka Standard Institute Act, No. 6 of 1984
All other legislations pertaining to the subjects specified in Column I and II, and not specifically brought under the purview of any other Minister."
Minister of Technology,3,2. Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
Minister of Technology,4,"3. Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
Minister of Technology,5,4. Take necessary measures for the provision of information and communication technology facilities for all by adoption of modern technologies,,
Minister of Technology,6,5. Facilitate and supervise information technology initiatives for inter government agencies for promoting productivity and efficiency in the delivery of services,,
Minister of Technology,7,6. Implementation of programmes for promotion of information and communication technology literacy,,
MINISTER_OF_TECHNOLOGY_CONTINUED,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_TECHNOLOGY_CONTINUED,2,"7. Development of strategies to encourage and increase the use of information and communication technologies in all segments of the society, and coordinate and facilitate the information and communication technology initiatives in partnership with the private sector",,
MINISTER_OF_TECHNOLOGY_CONTINUED,3,8. Actively intervene and prevent incidents related to cyber security,,
MINISTER_OF_TECHNOLOGY_CONTINUED,4,9. Provision of necessary technical support for digital forensic investigations,,
MINISTER_OF_TECHNOLOGY_CONTINUED,5,10. Enforcing standards and matters related to administration,,
MINISTER_OF_TECHNOLOGY_CONTINUED,6,11. Registration of persons,,
MINISTER_OF_TECHNOLOGY_CONTINUED,7,12. All other subjects that come under the purview of Institutions listed in Column II,,
MINISTER_OF_TECHNOLOGY_CONTINUED,8,13. Supervision of all Institutions listed in Column II,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,2,Provision of public services under the purview of the Ministry in an efficient and people friendly manner,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,3,"Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.","Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,4,Implementation of Women's Charter,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,5,Formulation and implementation of strategies to enhance women's participation and representation in decision making in state affairs and the political field,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,6,Adoption of necessary measures for empowerment of women affected by conflicts and poverty,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,7,Strengthening and Implementation of laws and policies for the prevention of women and child abuse,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,8,Amending existing laws and formulation and implementing new laws and policies to prevent discrimination against women on the basis of sex and gender,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,9,Formulation and implementation of policies and programmes for the empowerment of women headed households,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,10,Accomplishment of Sustainable development Goals in relation to women and child affairs,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,11,Duties & Functions,,"Departments, Statutory Institutions & Public Corporations"
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,12,11. Formulation and implementation of a national policy for pre-schools,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,13,12. Formulation of policies and programmes on early childhood protection and development aimed at bringing up physically and mentally healthy children,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,14,13. Develop and implementation of programmes and projects in line with international standards to protect the rights of vulnerable children,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,15,14. Implementation of the Children's Charter,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,16,15. Regulating Child Care Centre,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,17,16. Implementation of the Sevana Sarana Foster-Parent Scheme,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,18,17. Providing financial assistance for developing the skills of exceptionally talented children,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,19,18. Implementation of Samurdhi programme,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,20,19. Identification of persons with special needs and fulfilling such needs,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,21,"20. Reviewing, re-organizing public assistance schemes, and introducing appropriate new reforms",,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,22,"21. Provision of assistance to patients of Tuberculosis, Kidney disease, Leprosy, Cancer and Thalassemia, and to their dependents",,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,23,22. Implementation of family counseling services,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,24,Duties & Functions,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,25,23. Matters relating to internationally recognized Conventions in relation to persons with special needs,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,26,24. Implementation of required programmes in coordination with relevant institutions for providing vocational training and creating employment opportunities for persons with special needs,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,27,"25. Effecting policy changes, provision of facilities and implementation of programmes required to integrate persons with special needs into the mainstream and formulation and launch of appropriate programmes",,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,28,26. Implementation of social insurance schemes for persons with special needs,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,29,"27. Taking necessary measures to care for elders, increase participation of elders in social development activities, and protect the rights of senior citizens",,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,30,28. All other subjects that come under the purview of Institutions listed in Column II,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,31,29. Supervision of all Institutions listed in Column II,,
"Ports, Shipping and Aviation",1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
"Ports, Shipping and Aviation",2,"1. Formulation, implementation, monitoring and evaluation of policies, programmes and projects, in relation to the subjects of ports, shipping and aviation, and those subjects that come under the purview of Departments, Statutory Institutions and Public Corporations listed in Column II based on the national policies implemented by the government.","1. Sri Lanka Ports Authority and its Subsidiaries and Associates
2. Ceylon Shipping Corporation Ltd.
3. Merchant Shipping Secretariat
4. Civil Aviation Authority of Sri Lanka
5. Airport and Aviation Services (Sri Lanka) Ltd.
6. Sri Lankan Air Lines Limited and its subsidiaries","• Ceylon Shipping Corporation Act, No. 11 of 1971
• Licensing of Shipping Agents Act, No. 10 of 1972
• Masters Attendant Ordinance, No. 6 of 1865
• Merchant Shipping Act, No. 52 of 1971
• Sri Lanka Ports Authority Act, No. 51 of 1979
• Graving Dock and Patent Ship Ordinance, No. 5 of 1908
• Boat Ordinance, No. 4 of 1900
• Civil Aviation Authority of Sri Lanka Act, No. 34 of 2002
• Civil Aviation Act, No. 14 of 2010
• Air Navigation (Special Provisions) Act, No. 2 of 1982
• Carriage by Air Act, No. 29 of 2018
• Air Navigation Act, No. 15 of 1950
• All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister."
