Minister,Row_ID,Column I,Column II,Column III
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,25,"30. Development of strategies to meet the local demand for coconut, and to export of value added products of coconut, thambili and kurumba.",,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,26,"31. Optimum utilization of plantation lands through multiple cropping and integrated farming, thereby increasing production and employment.",,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,27,Duties & Functions,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,28,"32. Introduction of high yielding coconut plant varieties, taking into consideration geographical factors.","Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,29,"33. Development of technology infused coconut, kitul and palmryah based industries targeting the local and foreign markets.",,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,30,34. Matters relating to all other subjects assigned to Institutions listed in Column II,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,31,35. Supervision of the Institutions listed in Column II,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,32,Duties & Functions,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,33,Implementing a programme to resuscitate businesses and failed industries,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,34,Protecting and strengthening local entrepreneurs and businessmen,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,35,Implementing an integrated programme with relevant institutions for resolving issues faced by all industrialists,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,36,Establishing a single integrated mechanism for executing import-export process in an efficient manner,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,37,"Formulating and implementing policies, programmes and projects covering all provinces to strengthen export related production process",,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,38,Providing necessary facilities for the development of infrastructure facilities in Industrial Estates,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,39,"Explore by adoption of modern high-technology, mineral resources that are expected to be found underground and in the sea, and exploiting such resources to strengthen the countries' production process.",,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,40,Development of small and medium scale enterprises,,All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,41,,,
MINISTER_OF_PLANTATION_INDUSTRIES_CONTD.,42,,,
