Minister,Row_ID,Column I,Column II,Column III
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,11,21. Public expenditure management,State Mortgage and Investment Bank,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,12,"22. Preparation of policies, guidelines and regulations on government procurement and provision of advice on same",Regional Development Bank,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,13,"23. Maintenance of information on state property such as vehicles, buildings, lands owned by all government institutions and development of methods to utilize such resources efficiently and effectively.",Tax Appeals Commission,Laws and Ordinance to be Implemented
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,14,Duties & Functions,Department of Census and Statistics,Bank of Ceylon Ordinance No. 53 of 1938
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,15,Supervision of departmental and other public funds,Institute of Policy Studies,"Banking Act, No. 30 of 1988"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,16,Maintenance of Treasury Minutes on reports of the Public Accounts Committee,Sustainable Development Council,"Housing Development Finance Corporation Act, No. 07 of 1997"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,17,Cadre management and advisory services on fixing of salaries,Welfare Benefits Board,"Recovery of loans by Banks (Special Provisions) Act, No. 4 of 1990"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,18,Monetary policy formulation and macroeconomic management in coordination with the Central Bank of Sri Lanka,Public Service Mutual Provident Fund,"Securities and Exchange Commission of Sri Lanka Act, No. 36 of 1987"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,19,Revenue collection and expenditure monitoring,"Strike, Riot, Civil Commotion and Terrorism Fund","Regional Development Banks Act, No. 41 of 2008"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,20,Formulation of guidelines for the promotion of management audit in departments,"Departments, Statutory Institutions & Public Corporations","National Insurance Trust Fund Act, No. 28 of 2006"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,21,Regulation of insurance industry,National Insurance Trust Fund,Employees' Trust Fund (Special Provisions) Act No. 19 of 1993
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,22,"Financial administration of Public Corporations, Statutory Boards and Government Owned Companies",Employees' Trust Fund,"Employees Trust Fund Act, No. 46 of 1980"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,23,Development of Colombo Port City Special Economic Zone as an International Business and Services Hub with specialized infrastructure and other facilities aimed at national interest and economic advancement.,Lady Lochore Fund,Excise (Special Provision) Act No. 13 of 1989
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,24,Finalizethe liquidation and amalgamation work of Institutions listed in Column II from item No. 52 to 59.,Board of Investment of Sri Lanka,Registered Stock and Securities Ordinance No. 07 of 1937
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,25,All other subjects that come under the purview of Institutions listed in Column II,Colombo Port City Economic Commission,"Payment and Settlement Systems Act, No. 28 of 2005"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,26,Supervision of all the Institutions listed in Column II,Department of Telecommunications,"Finance Business Act, No. 42 of 2011"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,27,,Wildlife Trust,"Foreign Exchange Act, No. 12 of 2017"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,28,,Sri Lanka Media Training Institute,Census Ordinance (Chapter 143)
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,29,,"Pulse Crops, Grain Research and Production Authority","Insurance Corporation Act, No. 02 of 1961"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,30,,Janatha Fertilizer Enterprises Ltd,"Credit Information Bureau of Sri Lanka Act, No. 18 of 1990"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,31,,Protection of Children National Trust Fund,Microfinance Act No. 6 of 2016
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,32,,Institutions coming under the Revival (Removal) of Underperforming Enterprises or Underutilized Assets Act vested to the Secretary to the Treasury,Finance Companies Act No. 78 of 1988
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,33,,,Exchange Control Act No. 24 of 1953
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,34,,,"Sri Lanka State Mortgage and Investment Bank Act, No. 13 of 1975"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,35,,,"Casino Business (Regulation) Act, No. 17 of 2010"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,36,,,"Payment Devices Frauds Act, No. 30 of 2006"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,37,,,Greater Colombo Economic Commission Law No. 4 of 1978 (Board of Investment of Sri Lanka Law)
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,38,,,"Colombo Port City Economic Commission Act, No. 11 of 2021"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,39,,,"Revival (Removal) of Underperforming Enterprises or Underutilized Assets Act, No. 12 of 2019"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,40,,,"Institute of Chartered Accountants Act, No. 23 of 1959"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,41,,,Strategic Development Project Act No. 14 of 2008
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES_CONTD.,42,,,"All other legislations pertaining to the subjects specified in Column I and II, and not specifically brought under the purview of any other Minister."
