Minister,Row_ID,Column I,Column II,Column III
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,21,15. Coordination with international agencies and mobilization of foreign resources for economic development,Sri Lanka Export Development Board,Sri Lanka Export Development Act No. 40 of 1979
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,22,16. Liaising with donor agencies and international financial institutions,Central Bank of Sri Lanka,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,23,17. Enforcement of Government Financial Regulations,"All State Banks, Financial Institutions, Insurance Companies and their subsidiaries and related institutions",Laws and Ordinance to be Implemented
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,24,18. Management of the Consolidated Fund,"Departments, Statutory Institutions & Public Corporations","<br/>Stamp Duty (Special Provisions) Act, No. 12 of 2006<br/>Stamp Duty (Special Provisions) Act, No. 10 of 2008<br/>Stamps Duty Act, No. 43 of 1982<br/>Value Added Tax Act, No. 14 of 2002<br/>Welfare Benefits Act, No. 24 of 2002<br/>Finance Act, No. 38 of 1971<br/>Environment Conservation Levy Act, No. 26 of 2008<br/>Tax Appeals Commission Act, No. 23 of 2008<br/>Public Utilities Commission of Sri Lanka Act No. 35 of 2002<br/>Institute of Policy Studies of Sri Lanka Act No. 53 of 1988<br/>Sustainable Development Act No. 19 of 2017<br/>Development Lotteries Board Act, No. 20 of 1997<br/>Sri Lanka Export Credit Insurance Act, No. 15 of 1978<br/>Inland Revenue Act, No. 24 of 2017<br/>Monetary Law Act No. 58 of 1949<br/>National Savings Bank Act, No. 30 of 1971<br/>People's Bank Act, No. 29 of 1961"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,25,19. Overall supervision of revenue agencies,29. Insurance Regulatory Commission of Sri Lanka,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,26,20. Provision of direction and guidance to State Banks and Financial Agencies,30. Sri Lanka Insurance Corporation and its subsidiaries and affiliated companies,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,27,21. Public expenditure management,31. Credit Information Bureau,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,28,"22. Preparation of policies, guidelines and regulations on government procurement and provision of advice on same",32. Department of the Registrar of Companies,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,29,"23. Maintenance of information on state property such as vehicles, buildings, lands owned by all government institutions and development of methods to utilize such resources efficiently and effectively.",33. Securities and Exchange Commission of Sri Lanka,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,30,Duties & Functions,34. Sri Lanka Accounting and Auditing Standard Monitoring Board,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,31,24. Supervision of departmental and other public funds,35. Public Utilities Commission of Sri Lanka,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,32,25. Maintenance of Treasury Minutes on reports of the Public Accounts Committee,36. Sri Lanka Export Credit Insurance Corporation,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,33,26. Cadre management and advisory services on fixing of salaries,37. Housing Development Finance Corporation,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,34,27. Monetary policy formulation and macroeconomic management in coordination with the Central Bank of Sri Lanka,38. State Mortgage and Investment Bank,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,35,28. Revenue collection and expenditure monitoring,39. Regional Development Bank,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,36,29. Formulation of guidelines for the promotion of management audit in departments,40. Tax Appeals Commission,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,37,30. Regulation of insurance industry,,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,38,"31. Financial administration of Public Corporations, Statutory Boards and Government Owned Companies",,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,39,32. Development of Colombo Port City Special Economic Zone as an International Business and Services Hub with specialized infrastructure and other facilities aimed at national interest and economic advancement.,,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,40,33. Finalizethe liquidation and amalgamation work of Institutions listed in Column II from item No. 52 to 59.,,
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,41,34. All other subjects that come under the purview of Institutions listed in Column II,,Laws and Ordinance to be Implemented
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,42,35. Supervision of all the Institutions listed in Column II,"Departments, Statutory Institutions & Public Corporations",• Bank of Ceylon Ordinance No. 53 of 1938
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,43,,National Insurance Trust Fund,"• Banking Act, No. 30 of 1988"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,44,,Employees' Trust Fund,"• Housing Development Finance Corporation Act, No. 07 of 1997"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,45,,Lady Lochore Fund,"• Securities and Exchange Commission of Sri Lanka Act, No. 36 of 1987"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,46,,Board of Investment of Sri Lanka,"• Regional Development Banks Act, No. 41 of 2008"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,47,,Colombo Port City Economic Commission,"• National Insurance Trust Fund Act, No. 28 of 2006"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,48,,Department of Telecommunications,• Employees' Trust Fund (Special Provisions) Act No. 19 of 1993
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,49,,Wildlife Trust,"• Employees Trust Fund Act, No. 46 of 1980"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,50,,Sri Lanka Media Training Institute,• Excise (Special Provisions) Act No. 13 of 1989
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,51,,"Pulse Crops, Grain Research and Production Authority",• Registered Stock and Securities Ordinance No. 07 of 1937
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,52,,Janatha Fertilizer Enterprises Ltd,"• Payment and Settlement Systems Act, No. 28 of 2005"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,53,,Protection of Children National Trust Fund,"• Finance Business Act, No. 42 of 2011"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,54,,Institutions coming under the Revival (Removal) of Underperforming Enterprises or Underutilized Assets Act vested to the Secretary to the Treasury,"• Foreign Exchange Act, No. 12 of 2017"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,55,,,• Census Ordinance (Chapter 143)
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,56,,,"• Insurance Corporation Act, No. 02 of 1961"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,57,,,"• Credit Information Bureau of Sri Lanka Act, No. 18 of 1990"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,58,,,Microfinance Act No. 6 of 2016
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,59,,,Finance Companies Act No. 78 of 1988
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,60,,,Exchange Control Act No. 24 of 1953
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,61,,,"Sri Lanka State Mortgage and Investment Bank Act, No. 13 of 1975"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,62,,,"Casino Business (Regulation) Act, No. 17 of 2010"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,63,,,"Payment Devices Frauds Act, No. 30 of 2006"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,64,,,Greater Colombo Economic Commission Law No. 4 of 1978 (Board of Investment of Sri Lanka Law)
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,65,,,"Colombo Port City Economic Commission Act, No. 11 of 2021"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,66,,,"Revival (Removal) of Underperforming Enterprises or Underutilized Assets Act, No. 12 of 2019"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,67,,,"Institute of Chartered Accountants Act, No. 23 of 1959"
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,68,,,Strategic Development Project Act No. 14 of 2008
MINISTER_OF_FINANCE_ECONOMIC_STABILIZATION_AND_NATIONAL_POLICIES,69,,,"All other legislations pertaining to the subjects specified in Column I and II, and not specifically brought under the purview of any other Minister."
Minister of Technology,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
Minister of Technology,2,"1. Formulation, implementation, monitoring and evaluation of policies, programmes and projects, in relation to the subject of Technology and Investment Promotion and those subjects that come under the purview of Departments, Statutory Institutions and Public Corporations listed in Column II based on the national policies implemented by the government.","1. Department of Registration of Persons
2. Information and Communication Technology Agency and Allied Institutions
3. Sri Lanka Computer Emergency Readiness Team
4. Sri Lanka Telecom and its Subsidiaries and Allied Institutions
5. Industrial Technology Institute
6. Sri Lanka Standards Institute","Registration of Persons Act No. 32 of 1968
Information and Communication Technology Act, No. 27 of 2003
Electronic Transactions Act, No. 19 of 2006
Science and Technology Development Act, No. 11 of 1994
Sri Lanka Standard Institute Act, No. 6 of 1984
All other legislations pertaining to the subjects specified in Column I and II, and not specifically brought under the purview of any other Minister."
Minister of Technology,3,2. Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
Minister of Technology,4,"3. Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
Minister of Technology,5,4. Take necessary measures for the provision of information and communication technology facilities for all by adoption of modern technologies,,
Minister of Technology,6,5. Facilitate and supervise information technology initiatives for inter government agencies for promoting productivity and efficiency in the delivery of services,,
Minister of Technology,7,6. Implementation of programmes for promotion of information and communication technology literacy,,
Minister of Technology,8,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
Minister of Technology,9,"Development of strategies to encourage and increase the use of information and communication technologies in all segments of the society, and coordinate and facilitate the information and communication technology initiatives in partnership with the private sector",,
Minister of Technology,10,Actively intervene and prevent incidents related to cyber security,,
Minister of Technology,11,Provision of necessary technical support for digital forensic investigations,,
Minister of Technology,12,Enforcing standards and matters related to administration,,
Minister of Technology,13,Registration of persons,,
Minister of Technology,14,All other subjects that come under the purview of Institutions listed in Column II,,
Minister of Technology,15,Supervision of all Institutions listed in Column II,,
"Minister of Women, Child Affairs and Social Empowerment",1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
"Minister of Women, Child Affairs and Social Empowerment",2,"Formulation, implementation, monitoring and evaluation of policies, programmes and projects, in relation to the subjects of Women, Child Affairs and Social Empowerment and those subjects that come under the purview of Departments, Statutory Institutions and Public Corporations listed in Column","National Committee on Women
2. Sri Lanka Women's Bureau
3. Department of Probation and Childcare Services
4. National Child Protection Authority
5. National Secretariat for Early Childhood Development","
• Prevention of Domestic Violence Act, No. 34 of 2005
• National Child Protection Authority Act, No. 50 of 1998
• Adoption of Children Ordinance, No. 24 of 1941
• Children and Young Persons Ordinance, No. 48 of 1939"
"Minister of Women, Child Affairs and Social Empowerment",3,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
"Minister of Women, Child Affairs and Social Empowerment",4,II based on the national policies implemented by the government.,6. Department of Samurdhi Development,• Divineguma Act No. 01 of 2013
"Minister of Women, Child Affairs and Social Empowerment",5,Provision of public services under the purview of the Ministry in an efficient and people friendly manner,7. Saubhagya Development Bureau,"• National Institute of Social Development Act, (No. 41 of 1992)"
"Minister of Women, Child Affairs and Social Empowerment",6,"Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",8. National Institute of Social Development,"• Social Security Board Act, No. 17 of 1996"
"Minister of Women, Child Affairs and Social Empowerment",7,Implementation of Women's Charter,9. Rural Development Training and Research Institute,"• Protection of the Rights of Persons with Disabilities Act, No. 28 of 1996"
"Minister of Women, Child Affairs and Social Empowerment",8,Formulation and implementation of strategies to enhance women's participation and representation in decision making in state affairs and the political field,10. Social Security Board,"• Poor Relief Act, No. 32 of 1985"
"Minister of Women, Child Affairs and Social Empowerment",9,Adoption of necessary measures for empowerment of women affected by conflicts and poverty,11. National Council for Persons with Disabilities,• House of Detention Ordinance No. 05 of 1907
"Minister of Women, Child Affairs and Social Empowerment",10,Strengthening and Implementation of laws and policies for the prevention of women and child abuse,12. National Secretariat for Persons with Disabilities,• Poor Law Ordinance No. 30 of 1939
"Minister of Women, Child Affairs and Social Empowerment",11,Amending existing laws and formulation and implementing new laws and policies to prevent discrimination against women on the basis of sex and gender,13. Department of Social Services,• Vagrants Ordinance No. 4 of 1841
"Minister of Women, Child Affairs and Social Empowerment",12,Formulation and implementation of policies and programmes for the empowerment of women headed households,14. National Council for Elders and National Secretariat for Elders,"• Protection of the Rights of Elders Act, No. 9 of 2000"
"Minister of Women, Child Affairs and Social Empowerment",13,Accomplishment of Sustainable development Goals in relation to women and child affairs,15. Kidney Fund,"• Rehabilitation Of The Visually Handicapped Trust Fund Act, No. 9 of 1992"
"Minister of Women, Child Affairs and Social Empowerment",14,Duties & Functions,,• All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister.
"Minister of Women, Child Affairs and Social Empowerment",15,Formulation and implementation of a national policy for pre-schools,,"Departments, Statutory Institutions & Public Corporations"
"Minister of Women, Child Affairs and Social Empowerment",16,Formulation of policies and programmes on early childhood protection and development aimed at bringing up physically and mentally healthy children,,
"Minister of Women, Child Affairs and Social Empowerment",17,Develop and implementation of programmes and projects in line with international standards to protect the rights of vulnerable children,,
"Minister of Women, Child Affairs and Social Empowerment",18,Implementation of the Children's Charter,,
"Minister of Women, Child Affairs and Social Empowerment",19,Regulating Child Care Centre,,
"Minister of Women, Child Affairs and Social Empowerment",20,Implementation of the Sevana Sarana Foster-Parent Scheme,,
"Minister of Women, Child Affairs and Social Empowerment",21,Providing financial assistance for developing the skills of exceptionally talented children,,
"Minister of Women, Child Affairs and Social Empowerment",22,Implementation of Samurdhi programme,,
"Minister of Women, Child Affairs and Social Empowerment",23,Identification of persons with special needs and fulfilling such needs,,
"Minister of Women, Child Affairs and Social Empowerment",24,"Reviewing, re-organizing public assistance schemes, and introducing appropriate new reforms",,
"Minister of Women, Child Affairs and Social Empowerment",25,"Provision of assistance to patients of Tuberculosis, Kidney disease, Leprosy, Cancer and Thalassemia, and to their dependents",,
"Minister of Women, Child Affairs and Social Empowerment",26,Implementation of family counseling services,,
"Minister of Women, Child Affairs and Social Empowerment",27,Matters relating to internationally recognized Conventions in relation to persons with special needs,,
"Minister of Women, Child Affairs and Social Empowerment",28,Implementation of required programmes in coordination with relevant institutions for providing vocational training and creating employment opportunities for persons with special needs,,
"Minister of Women, Child Affairs and Social Empowerment",29,"Effecting policy changes, provision of facilities and implementation of programmes required to integrate persons with special needs into the mainstream and formulation and launch of appropriate programmes",,
"Minister of Women, Child Affairs and Social Empowerment",30,Implementation of social insurance schemes for persons with special needs,,
"Minister of Women, Child Affairs and Social Empowerment",31,"Taking necessary measures to care for elders, increase participation of elders in social development activities, and protect the rights of senior citizens",,
"Minister of Women, Child Affairs and Social Empowerment",32,All other subjects that come under the purview of Institutions listed in Column II,,
"Minister of Women, Child Affairs and Social Empowerment",33,Supervision of all Institutions listed in Column II,,
"Minister of Ports, Shipping and Aviation",1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
"Minister of Ports, Shipping and Aviation",2,"1. Formulation, implementation, monitoring and evaluation of policies, programmes and projects, in relation to the subjects of ports, shipping and aviation, and those subjects that come under the purview of Departments, Statutory Institutions and Public Corporations listed in Column II based on the national policies implemented by the government.","1. Sri Lanka Ports Authority and its Subsidiaries and Associates
2. Ceylon Shipping Corporation Ltd.
3. Merchant Shipping Secretariat
4. Civil Aviation Authority of Sri Lanka
5. Airport and Aviation Services (Sri Lanka) Ltd.
6. Sri Lankan Air Lines Limited and its subsidiaries","• Ceylon Shipping Corporation Act, No. 11 of 1971
• Licensing of Shipping Agents Act, No. 10 of 1972
• Masters Attendant Ordinance, No. 6 of 1865
• Merchant Shipping Act, No. 52 of 1971
• Sri Lanka Ports Authority Act, No. 51 of 1979
• Graving Dock and Patent Ship Ordinance, No. 5 of 1908
• Boat Ordinance, No. 4 of 1900
• Civil Aviation Authority of Sri Lanka Act, No. 34 of 2002
• Civil Aviation Act, No. 14 of 2010
• Air Navigation (Special Provisions) Act, No. 2 of 1982
• Carriage by Air Act, No. 29 of 2018
• Air Navigation Act, No. 15 of 1950
• All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister."
