Minister,Row_ID,Column I,Column II,Column III
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,18,8. Functions under the Establishments Code,,• National Human Resources Development Council of Sri Lanka Act No. 18 of 1997
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,19,9. Public service training,,"• National Institute of Language Education and Training Act, No. 26 of 2007"
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,20,10. Implementation of the Pensions Minute,,• Transfer of Powers (Divisional Secretaries) Act No. 58 of 1992
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,21,11. Matters relating to Parliament and Members of Parliament requiring action by the Government,,"• Leave Act, No. 29 of 1971"
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,22,12. Establishment matters relating to the staff of the Members of Parliament,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,23,13. District and Divisional administration activities,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,24,14. Organization of State Ceremonies,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,25,Duties & Functions,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,26,Regulation of activities relevant to Provincial Councils,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,27,Conduct of research on all aspects of administration of Provincial Councils and Local Government Authorities,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,28,Formulation and implementation of special projects to provide facilities for identified fields / divisions with less facilities in Provincial Councils and Local Government Institutions.,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,29,"Training of Members, officers and employees of Provincial Councils",,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,30,Government functions related to Local Authorities,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,31,Grant of credit facilities to Local Authorities for development of public utilities,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,32,"Training of Members, officers and employees of Local Authorities","Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,33,Matters relating to all other subjects assigned to Institutions listed in Column II,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,34,Supervision of the Institutions listed in Column II,,"<br/>Registration of Deaths (Temporary) Act, No. 16 of 2016<br/>Registration of Deaths (Temporary Provisions) Act, No. 19 of 2010<br/>Local Government Elections Ordinance (262 Chapter)<br/>Provincial Councils Elections Act, No. 2 of 1988<br/>Sri Lanka Institute of Local Governance Act, No. 31 of 1999<br/>Municipal Councils Ordinance (52 Chapter)<br/>Pradeshiya Sabha Act, No. 15 of 1987<br/>Urban Councils Ordinance (255 Chapter)<br/>Provincial Councils Act, No. 42 of 1987<br/>Provincial Councils (Payment Salaries and Allowances) Act, No. 37 of 1988<br/>Local loans and Development Fund Act, No. 22 of 1916<br/>All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister"
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,35,Duties & Functions,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTINUED,36,,,
