Minister,Row_ID,Column I,Column II,Column III
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,11,Duties & Functions,,"Departments, Statutory Institutions & Public Corporations"
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,12,11. Formulation and implementation of a national policy for pre-schools,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,13,12. Formulation of policies and programmes on early childhood protection and development aimed at bringing up physically and mentally healthy children,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,14,13. Develop and implementation of programmes and projects in line with international standards to protect the rights of vulnerable children,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,15,14. Implementation of the Children's Charter,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,16,15. Regulating Child Care Centre,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,17,16. Implementation of the Sevana Sarana Foster-Parent Scheme,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,18,17. Providing financial assistance for developing the skills of exceptionally talented children,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,19,18. Implementation of Samurdhi programme,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,20,19. Identification of persons with special needs and fulfilling such needs,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,21,"20. Reviewing, re-organizing public assistance schemes, and introducing appropriate new reforms",,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,22,"21. Provision of assistance to patients of Tuberculosis, Kidney disease, Leprosy, Cancer and Thalassemia, and to their dependents",,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,23,22. Implementation of family counseling services,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,24,Duties & Functions,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,25,23. Matters relating to internationally recognized Conventions in relation to persons with special needs,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,26,24. Implementation of required programmes in coordination with relevant institutions for providing vocational training and creating employment opportunities for persons with special needs,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,27,"25. Effecting policy changes, provision of facilities and implementation of programmes required to integrate persons with special needs into the mainstream and formulation and launch of appropriate programmes",,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,28,26. Implementation of social insurance schemes for persons with special needs,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,29,"27. Taking necessary measures to care for elders, increase participation of elders in social development activities, and protect the rights of senior citizens",,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,30,28. All other subjects that come under the purview of Institutions listed in Column II,,
MINISTER_OF_WOMEN_CHILD_AFFAIRS_AND_SOCIAL_EMPPOWERMENT_CONTINUED,31,29. Supervision of all Institutions listed in Column II,,
