Minister,Row_ID,Column I,Column II,Column III
MINISTER_OF_EDUCATION_CONTINUED,42,44. Implementation of scholarship programmes to enable qualified students in Sri Lanka,,
MINISTER_OF_EDUCATION_CONTINUED,43,Duties & Functions,,
MINISTER_OF_EDUCATION_CONTINUED,44,45. Regulate and accredit private and international universities and institutions of higher education operating in Sri Lanka,,
MINISTER_OF_EDUCATION_CONTINUED,45,46. Uplifting Buddhist and Pali studies and provision of facilities required for higher education of Bhikkus,,
MINISTER_OF_EDUCATION_CONTINUED,46,47. Introduction of educational reforms to cover the overall education sector in line with global requirements,,
MINISTER_OF_EDUCATION_CONTINUED,47,48. Formulate a programme for utilizing the recommendations of the Presidential Task Force on Education Reforms and Special Committees for the development of education subsequent to a public discourse,,
MINISTER_OF_EDUCATION_CONTINUED,48,49. Expansion of distance learning opportunities by using Information Technology,,
MINISTER_OF_EDUCATION_CONTINUED,49,50. Training of teachers and enhancement of their skills to produce teachers required to ensure effective learning and teaching process,,
MINISTER_OF_EDUCATION_CONTINUED,50,51. Matters relating to all other subjects assigned to Institutions listed in Column II,,
MINISTER_OF_EDUCATION_CONTINUED,51,52. Supervision of all Institutions listed in Column II,,
MINISTER_OF_EDUCATION_CONTINUED,52,Duties & Functions,,
MINISTER_OF_EDUCATION_CONTINUED,53,"1. Formulation, implementation, monitoring and evaluation of policies, programmes and projects, in relation to the subjects of Transport and Highways, and those subjects that come under the purview of Departments, Statutory Institutions and Public Corporations listed in Column II based on the national policies implemented by the government.",,
MINISTER_OF_EDUCATION_CONTINUED,54,2. Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
MINISTER_OF_EDUCATION_CONTINUED,55,"3. Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
MINISTER_OF_EDUCATION_CONTINUED,56,"4. Improving and maintaining a high quality national highway system that enhances rural, pre-city and urban connectivity and promotes people-centered economic and social development.",,
MINISTER_OF_EDUCATION_CONTINUED,57,"5. Development, maintenance, toll setting, collection and regulation of Expressway",,
MINISTER_OF_EDUCATION_CONTINUED,58,"6. Preparation of programmes and projects based on National Policy on Roads belonging to Provincial Councils and Local Government Institutions, coordinating and directing those programs and projects",,
